id,heuristique_prédite,heuristique_réelle,succès
601,Greedy Independent Cover,Greedy Independent Cover,True
602,Greedy Independent Cover,Greedy Independent Cover,True
603,Greedy Independent Cover,Greedy Independent Cover,True
604,Greedy Independent Cover,Greedy Independent Cover,True
605,Greedy Independent Cover,Greedy Independent Cover,True
606,Greedy Independent Cover,Greedy Independent Cover,True
607,Greedy Independent Cover,Greedy Independent Cover,True
609,Greedy Independent Cover,Greedy Independent Cover,True
610,Greedy Independent Cover,Greedy Independent Cover,True
611,Greedy Independent Cover,Greedy Independent Cover,True
612,Greedy Independent Cover,Greedy Independent Cover,True
613,Greedy Independent Cover,Greedy Independent Cover,True
614,Greedy Independent Cover,Greedy Independent Cover,True
616,Greedy Independent Cover,Greedy Independent Cover,True
617,Greedy Independent Cover,Greedy Independent Cover,True
619,Greedy Independent Cover,Greedy Independent Cover,True
621,Greedy Independent Cover,Greedy Independent Cover,True
622,Greedy Independent Cover,Greedy Independent Cover,True
623,Greedy Independent Cover,Greedy Independent Cover,True
625,Greedy Independent Cover,Greedy Independent Cover,True
628,Greedy Independent Cover,Greedy Independent Cover,True
629,Greedy Independent Cover,Greedy Independent Cover,True
630,Greedy Independent Cover,Greedy Independent Cover,True
631,Greedy Independent Cover,Greedy Independent Cover,True
632,Greedy Independent Cover,Greedy Independent Cover,True
633,Greedy Independent Cover,Greedy Independent Cover,True
634,Greedy Independent Cover,Greedy Independent Cover,True
635,Greedy Independent Cover,Greedy Independent Cover,True
637,Greedy Independent Cover,Greedy Independent Cover,True
638,Greedy Independent Cover,Greedy Independent Cover,True
639,Greedy Independent Cover,Greedy Independent Cover,True
640,Greedy Independent Cover,Greedy Independent Cover,True
641,Greedy Independent Cover,Greedy Independent Cover,True
642,Greedy Independent Cover,Greedy Independent Cover,True
643,Greedy Independent Cover,Greedy Independent Cover,True
644,Greedy Independent Cover,Greedy Independent Cover,True
645,Greedy Independent Cover,Greedy Independent Cover,True
646,Greedy Independent Cover,Greedy Independent Cover,True
647,Greedy Independent Cover,Greedy Independent Cover,True
648,Greedy Independent Cover,Greedy Independent Cover,True
649,Greedy Independent Cover,Greedy Independent Cover,True
650,Greedy Independent Cover,Greedy Independent Cover,True
651,Greedy Independent Cover,Greedy Independent Cover,True
652,Greedy Independent Cover,Greedy Independent Cover,True
653,Greedy Independent Cover,Greedy Independent Cover,True
654,Greedy Independent Cover,Greedy Independent Cover,True
655,Greedy Independent Cover,Greedy Independent Cover,True
656,Greedy Independent Cover,Greedy Independent Cover,True
657,Greedy Independent Cover,Greedy Independent Cover,True
658,Greedy Independent Cover,Greedy Independent Cover,True
659,Greedy Independent Cover,Greedy Independent Cover,True
660,Greedy Independent Cover,Greedy Independent Cover,True
661,Greedy Independent Cover,Greedy Independent Cover,True
662,Greedy Independent Cover,Greedy Independent Cover,True
663,Greedy Independent Cover,Greedy Independent Cover,True
664,Greedy Independent Cover,Greedy Independent Cover,True
665,Greedy Independent Cover,Greedy Independent Cover,True
666,Greedy Independent Cover,Greedy Independent Cover,True
667,Greedy Independent Cover,Greedy Independent Cover,True
668,Greedy Independent Cover,Greedy Independent Cover,True
669,Greedy Independent Cover,Greedy Independent Cover,True
670,Greedy Independent Cover,Greedy Independent Cover,True
671,Greedy Independent Cover,Greedy Independent Cover,True
672,Greedy Independent Cover,Greedy Independent Cover,True
673,Greedy Independent Cover,Greedy Independent Cover,True
674,Greedy Independent Cover,Greedy Independent Cover,True
675,Greedy Independent Cover,Greedy Independent Cover,True
676,Greedy Independent Cover,Greedy Independent Cover,True
677,Greedy Independent Cover,Greedy Independent Cover,True
678,Greedy Independent Cover,Greedy Independent Cover,True
679,Greedy Independent Cover,Greedy Independent Cover,True
680,Greedy Independent Cover,Greedy Independent Cover,True
681,Greedy Independent Cover,Greedy Independent Cover,True
682,Greedy Independent Cover,Greedy Independent Cover,True
683,Greedy Independent Cover,Greedy Independent Cover,True
684,Greedy Independent Cover,Greedy Independent Cover,True
685,Greedy Independent Cover,Greedy Independent Cover,True
686,Greedy Independent Cover,Greedy Independent Cover,True
687,Greedy Independent Cover,Greedy Independent Cover,True
688,Greedy Independent Cover,Greedy Independent Cover,True
689,Greedy Independent Cover,Greedy Independent Cover,True
690,Greedy Independent Cover,Greedy Independent Cover,True
691,Greedy Independent Cover,Greedy Independent Cover,True
692,Greedy Independent Cover,Greedy Independent Cover,True
693,Greedy Independent Cover,Greedy Independent Cover,True
694,Greedy Independent Cover,Greedy Independent Cover,True
695,Greedy Independent Cover,Greedy Independent Cover,True
696,Greedy Independent Cover,Greedy Independent Cover,True
697,Greedy Independent Cover,Greedy Independent Cover,True
698,Greedy Independent Cover,Greedy Independent Cover,True
699,Greedy Independent Cover,Greedy Independent Cover,True
700,Greedy Independent Cover,Greedy Independent Cover,True
701,Greedy Independent Cover,Greedy Independent Cover,True
702,Greedy Independent Cover,Greedy Independent Cover,True
703,Greedy Independent Cover,Greedy Independent Cover,True
704,Greedy Independent Cover,Greedy Independent Cover,True
705,Greedy Independent Cover,Greedy Independent Cover,True
706,Greedy Independent Cover,Greedy Independent Cover,True
707,Greedy Independent Cover,Greedy Independent Cover,True
708,Greedy Independent Cover,Greedy Independent Cover,True
709,Greedy Independent Cover,Greedy Independent Cover,True
710,Greedy Independent Cover,Greedy Independent Cover,True
711,Greedy Independent Cover,Greedy Independent Cover,True
712,Greedy Independent Cover,Greedy Independent Cover,True
713,Greedy Independent Cover,Greedy Independent Cover,True
714,Greedy Independent Cover,Greedy Independent Cover,True
715,Greedy Independent Cover,Greedy Independent Cover,True
716,Greedy Independent Cover,Greedy Independent Cover,True
717,Greedy Independent Cover,Greedy Independent Cover,True
718,Greedy Independent Cover,Greedy Independent Cover,True
719,Greedy Independent Cover,Greedy Independent Cover,True
720,Greedy Independent Cover,Greedy Independent Cover,True
721,Greedy Independent Cover,Greedy Independent Cover,True
722,Greedy Independent Cover,Greedy Independent Cover,True
723,Greedy Independent Cover,Greedy Independent Cover,True
724,Greedy Independent Cover,Greedy Independent Cover,True
725,Greedy Independent Cover,Greedy Independent Cover,True
726,Greedy Independent Cover,Greedy Independent Cover,True
727,Greedy Independent Cover,Greedy Independent Cover,True
728,Greedy Independent Cover,Greedy Independent Cover,True
729,Greedy Independent Cover,Greedy Independent Cover,True
730,Greedy Independent Cover,Greedy Independent Cover,True
731,Greedy Independent Cover,Greedy Independent Cover,True
732,Greedy Independent Cover,Greedy Independent Cover,True
733,Greedy Independent Cover,Greedy Independent Cover,True
734,Greedy Independent Cover,Greedy Independent Cover,True
735,Greedy Independent Cover,Greedy Independent Cover,True
736,Greedy Independent Cover,Greedy Independent Cover,True
737,Greedy Independent Cover,Greedy Independent Cover,True
738,Greedy Independent Cover,Greedy Independent Cover,True
739,Greedy Independent Cover,Greedy Independent Cover,True
740,Greedy Independent Cover,Greedy Independent Cover,True
741,Greedy Independent Cover,Greedy Independent Cover,True
742,Greedy Independent Cover,Greedy Independent Cover,True
743,Greedy Independent Cover,Greedy Independent Cover,True
744,Greedy Independent Cover,Greedy Independent Cover,True
745,Greedy Independent Cover,Greedy Independent Cover,True
746,Greedy Independent Cover,Greedy Independent Cover,True
747,Greedy Independent Cover,Greedy Independent Cover,True
748,Malatya,Malatya,True
749,Greedy Independent Cover,Greedy Independent Cover,True
750,Greedy Independent Cover,Greedy Independent Cover,True
751,Greedy Independent Cover,Greedy Independent Cover,True
752,Greedy Independent Cover,Greedy Independent Cover,True
753,Greedy Independent Cover,Greedy Independent Cover,True
754,Greedy Independent Cover,Greedy Independent Cover,True
755,Greedy Independent Cover,Greedy Independent Cover,True
756,Greedy Independent Cover,Greedy Independent Cover,True
757,Greedy Independent Cover,Greedy Independent Cover,True
758,Greedy Independent Cover,Greedy Independent Cover,True
759,Malatya,Malatya,True
760,Greedy Independent Cover,Greedy Independent Cover,True
761,Greedy Independent Cover,Malatya,False
762,Greedy Independent Cover,Greedy Independent Cover,True
763,Greedy Independent Cover,Greedy Independent Cover,True
764,Greedy Independent Cover,Greedy Independent Cover,True
765,Greedy Independent Cover,Greedy Independent Cover,True
766,Greedy Independent Cover,Greedy Independent Cover,True
767,Greedy Independent Cover,Greedy Independent Cover,True
768,Greedy Independent Cover,Greedy Independent Cover,True
769,Greedy Independent Cover,Greedy Independent Cover,True
770,Malatya,Malatya,True
771,Greedy Independent Cover,Greedy Independent Cover,True
772,Greedy Independent Cover,Greedy Independent Cover,True
773,Greedy Independent Cover,Greedy Independent Cover,True
774,Greedy Independent Cover,Greedy Independent Cover,True
775,Greedy Independent Cover,Greedy Independent Cover,True
776,Greedy Independent Cover,Greedy Independent Cover,True
777,Greedy Independent Cover,Greedy Independent Cover,True
778,Greedy Independent Cover,Greedy Independent Cover,True
779,Greedy Independent Cover,Greedy Independent Cover,True
780,Greedy Independent Cover,Greedy Independent Cover,True
781,Greedy Independent Cover,Greedy Independent Cover,True
782,Greedy Independent Cover,Greedy Independent Cover,True
783,Greedy Independent Cover,Greedy Independent Cover,True
784,Greedy Independent Cover,Greedy Independent Cover,True
785,Greedy Independent Cover,Greedy Independent Cover,True
786,Greedy Independent Cover,Greedy Independent Cover,True
787,Greedy Independent Cover,Greedy Independent Cover,True
788,Greedy Independent Cover,Greedy Independent Cover,True
789,Greedy Independent Cover,Greedy Independent Cover,True
790,Greedy Independent Cover,Greedy Independent Cover,True
791,Greedy Independent Cover,Greedy Independent Cover,True
792,Greedy Independent Cover,Greedy Independent Cover,True
793,Greedy Independent Cover,Greedy Independent Cover,True
794,Malatya,Malatya,True
795,Greedy Independent Cover,Greedy Independent Cover,True
796,Malatya,Malatya,True
797,Malatya,Malatya,True
798,Greedy Independent Cover,Greedy Independent Cover,True
799,Greedy Independent Cover,Greedy Independent Cover,True
800,Greedy Independent Cover,Greedy Independent Cover,True
801,Greedy Independent Cover,Greedy Independent Cover,True
802,Greedy Independent Cover,Greedy Independent Cover,True
803,Greedy Independent Cover,Greedy Independent Cover,True
804,Greedy Independent Cover,Greedy Independent Cover,True
805,Greedy Independent Cover,Greedy Independent Cover,True
806,Greedy Independent Cover,Greedy Independent Cover,True
807,Greedy Independent Cover,Greedy Independent Cover,True
808,Greedy Independent Cover,Greedy Independent Cover,True
809,Greedy Independent Cover,Greedy Independent Cover,True
810,Greedy Independent Cover,Greedy Independent Cover,True
811,Greedy Independent Cover,Greedy Independent Cover,True
812,Greedy Independent Cover,Greedy Independent Cover,True
813,Greedy Independent Cover,Greedy Independent Cover,True
814,Greedy Independent Cover,Greedy Independent Cover,True
815,Greedy Independent Cover,Greedy Independent Cover,True
816,Greedy Independent Cover,Greedy Independent Cover,True
817,Greedy Independent Cover,Greedy Independent Cover,True
818,Greedy Independent Cover,Greedy Independent Cover,True
819,Greedy Independent Cover,Greedy Independent Cover,True
820,Greedy Independent Cover,Greedy Independent Cover,True
821,Greedy Independent Cover,Greedy Independent Cover,True
822,Greedy Independent Cover,Greedy Independent Cover,True
823,Greedy Independent Cover,Greedy Independent Cover,True
824,Greedy Independent Cover,Greedy Independent Cover,True
825,Greedy Independent Cover,Greedy Independent Cover,True
826,Greedy Independent Cover,Greedy Independent Cover,True
827,Greedy Independent Cover,Greedy Independent Cover,True
828,Greedy Independent Cover,Greedy Independent Cover,True
829,Greedy Independent Cover,Greedy Independent Cover,True
830,Greedy Independent Cover,Greedy Independent Cover,True
831,Greedy Independent Cover,Greedy Independent Cover,True
832,Greedy Independent Cover,Greedy Independent Cover,True
833,Greedy Independent Cover,Greedy Independent Cover,True
834,Greedy Independent Cover,Greedy Independent Cover,True
835,Greedy Independent Cover,Greedy Independent Cover,True
836,Greedy Independent Cover,Greedy Independent Cover,True
837,Greedy Independent Cover,Greedy Independent Cover,True
838,Greedy Independent Cover,Greedy Independent Cover,True
839,Greedy Independent Cover,Greedy Independent Cover,True
840,Greedy Independent Cover,Greedy Independent Cover,True
